10863359;шоссе Знтузиастов 55, Ивановское, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;55;;;;
10863360;шоссе Фрезер, 17а, Нижегородский, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;17А;;;;
10863361;шоссе Фрезер, 17а, Нижегородский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;17А;;;;
10863362;шоссе Фрезер, дом 17а, Нижегородский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;17А;;;;
10863363;шоссе Фрезер, дом 17а, Нижегородский, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ФРЕЗЕР;17А;;;;
10863364;шоссе Энтузиастов 21, Соколиная Гора, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;21;;;;
10863365;шоссе Энтузиастов 21, Соколиная Гора, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;21;;;;
10863366;шоссе Энтузиастов 24, Лефортово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;24;;;;
10863367;шоссе Энтузиастов 24, Лефортово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;24;;;;
10863368;шоссе Энтузиастов 34, Перово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;34;;;;
10863369;шоссе Энтузиастов 34, Перово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;34;;;;
10863370;шоссе Энтузиастов 7, Лефортово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;7;;;;
10863371;шоссе Энтузиастов 7, Лефортово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;7;;;;
10863372;шоссе Энтузиастов 72, Перово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;72;;;;
10863373;шоссе Энтузиастов 72, Перово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;72;;;;
10863374;шоссе Энтузиастов 7а, Лефортово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;7А;;;;
10863375;шоссе Энтузиастов 7а, Лефортово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;7А;;;;
10863376;шоссе Энтузиастов, 12а, Лефортово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;12А;;;;
10863377;шоссе Энтузиастов, 12а, Лефортово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;12А;;;;
10863378;шоссе Энтузиастов, 13, Москва, Россия;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;13;;;;
10863379;шоссе Энтузиастов, 13, Москва, Россия;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;13;;;;
10863380;шоссе Энтузиастов, 4с7, Лефортово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;4;7;;;
10863381;шоссе Энтузиастов, 4с7, Лефортово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;4;7;;;
10863382;шоссе Энтузиастов, 56с22, Перово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;56;22;;;
10863383;шоссе Энтузиастов, 56с22, Перово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;56;22;;;
10863384;шоссе Энтузиастов, дом 1, Реутов, Московская область;house;;МОСКОВСКАЯ;РЕУТОВ;;;;Шоссе;ЭНТУЗИАСТОВ;1;;;;
10863385;шоссе Энтузиастов, дом 1, Реутов, Московская область;house;РОССИЯ;МОСКОВСКАЯ;РЕУТОВ;;;;Шоссе;ЭНТУЗИАСТОВ;1;;;;
10863386;шоссе Энтузиастов, дом 15В, Ногинск, Московская область;house;РОССИЯ;МОСКОВСКАЯ;НОГИНСК;;Район;НОГИНСКИЙ;Шоссе;ЭНТУЗИАСТОВ;15В;;;;
10863387;шоссе Энтузиастов, дом 15В, Ногинск, Московская область;house;;МОСКОВСКАЯ;НОГИНСК;;Район;НОГИНСКИЙ;Шоссе;ЭНТУЗИАСТОВ;15В;;;;
10863388;шоссе Энтузиастов, дом 1Ас1, Балашиха, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;1А;1;;;
10863389;шоссе Энтузиастов, дом 1Ас1, Балашиха, Московская область;house;;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;1А;1;;;
10863390;шоссе Энтузиастов, дом 54А, Балашиха, Московская область;house;;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;54А;;;;
10863391;шоссе Энтузиастов, дом 54А, Балашиха, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;54А;;;;
10863392;шоссе Энтузиастов, дом 77, Балашиха, Московская область;house;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;77;;;;
10863393;шоссе Энтузиастов, дом 77, Балашиха, Московская область;house;;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;77;;;;
10863394;шоссе Энтузиастов, дом 9, Ногинск, Московская область;house;;МОСКОВСКАЯ;НОГИНСК;;Район;НОГИНСКИЙ;Шоссе;ЭНТУЗИАСТОВ;9;;;;
10863395;шоссе Энтузиастов, дом 9, Ногинск, Московская область;house;РОССИЯ;МОСКОВСКАЯ;НОГИНСК;;Район;НОГИНСКИЙ;Шоссе;ЭНТУЗИАСТОВ;9;;;;
10863396;шоссе Энтузиастов, дом вл1, Балашиха, Московская область;street;РОССИЯ;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;;;;;
10863397;шоссе Энтузиастов, дом вл1, Балашиха, Московская область;street;;МОСКОВСКАЯ;БАЛАШИХА;;;;Шоссе;ЭНТУЗИАСТОВ;;;;;
10863398;шоссе энтузиастов 18, Лефортово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;18;;;;
10863399;шоссе энтузиастов 18, Лефортово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;18;;;;
10863400;шоссе энтузиастов 56 стр 44, Перово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;56;44;;;
10863401;шоссе энтузиастов 56 стр 44, Перово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;56;44;;;
10863402;шоссе энтузиастов, Перово, Москва;street;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;;;;;
10863403;шоссе энтузиастов, Перово, Москва;street;;МОСКВА;МОСКВА;;;;Шоссе;ЭНТУЗИАСТОВ;;;;;
10863404;щелковское шоссе 100, Северное Измайлово, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЩЕЛКОВСКОЕ;100;;;;
10863405;щелковское шоссе 100, Северное Измайлово, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЩЕЛКОВСКОЕ;100;;;;
10863406;элеваторная 8, Бирюлёво Восточное, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ЭЛЕВАТОРНАЯ;8;;;;
10863407;элеваторная 8, Бирюлёво Восточное, Москва;house;;МОСКВА;МОСКВА;;;;Улица;ЭЛЕВАТОРНАЯ;8;;;;
10863408;электролитный проезд 16 корп 3, Нагорный, Москва;house;;МОСКВА;МОСКВА;;;;Проезд;ЭЛЕКТРОЛИТНЫЙ;16;;3;;
10863409;электролитный проезд 16 корп 3, Нагорный, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Проезд;ЭЛЕКТРОЛИТНЫЙ;16;;3;;
10863410;элетролитный проезд, Нагорный, Москва;street;РОССИЯ;МОСКВА;МОСКВА;;;;Проезд;ЭЛЕКТРОЛИТНЫЙ;;;;;
10863411;элетролитный проезд, Нагорный, Москва;street;;МОСКВА;МОСКВА;;;;Проезд;ЭЛЕКТРОЛИТНЫЙ;;;;;
10863412;южнопортовая дом40, Печатники, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ЮЖНОПОРТОВАЯ;40;;;;
10863413;южнопортовая дом40, Печатники, Москва;house;;МОСКВА;МОСКВА;;;;Улица;ЮЖНОПОРТОВАЯ;40;;;;
10863414;юных ленинцев, дом, Подольск, Московская область;street;;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Проспект;ЮНЫХ ЛЕНИНЦЕВ;;;;;
10863415;юных ленинцев, дом, Подольск, Московская область;street;РОССИЯ;МОСКОВСКАЯ;ПОДОЛЬСК;;;;Проспект;ЮНЫХ ЛЕНИНЦЕВ;;;;;
10863416;юрловская 92, Куркино, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Улица;ЮРОВСКАЯ;92;;;;
10863417;юрловская 92, Куркино, Москва;house;;МОСКВА;МОСКВА;;;;Улица;ЮРОВСКАЯ;92;;;;
10863418;ярославский проезд улица, дом 3, Королев, Московская область;house;;МОСКОВСКАЯ;КОРОЛЕВ;;;;Проезд;ЯРОСЛАВСКИЙ;3;;;;
10863419;ярославский проезд улица, дом 3, Королев, Московская область;house;РОССИЯ;МОСКОВСКАЯ;КОРОЛЕВ;;;;Проезд;ЯРОСЛАВСКИЙ;3;;;;
10863420;ярославское шоссе 103, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЯРОСЛАВСКОЕ;103;;;;
10863421;ярославское шоссе 103, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЯРОСЛАВСКОЕ;103;;;;
10863422;ярославское шоссе 146 корп 2, Ярославский, Москва;house;РОССИЯ;МОСКВА;МОСКВА;;;;Шоссе;ЯРОСЛАВСКОЕ;146;;2;;
10863423;ярославское шоссе 146 корп 2, Ярославский, Москва;house;;МОСКВА;МОСКВА;;;;Шоссе;ЯРОСЛАВСКОЕ;146;;2;;
